id,Réseau Social,Class,Commentaire client
251,Facebook,9,بعد التحويل من ADSL الى fibre اصبح الدخول الى حسابي الخاص بفضاء الزبون غير ممكن تظهر كتابة erreur au nom ]وبعدما حملت تطبيق mydoom لفتح حساب جديد بالرقم الهاتف الجديد 040 والحساب الالكترونيي الجديد وضغت على خانة التسجيل ظهرت كتابة ce compte éxiste déjà أين الخلل ؟
252,Facebook,9,إتصالات الجزائر علاه بلعتوا فضاءات تاوعكم منخلصوششش
253,Facebook,9,Algérie Télécom - إتصالات الجزائر علاه بلعتوا فضاءاتكم
254,Facebook,9,Algérie Télécom - إتصالات الجزائر كل فضاءاتكم مبغاوششش يخلصوا انترنت لمدة اربعة ايام
255,Facebook,9,انا سجلت في فضاء الزبون ثم جاءني رابط عبر البريد الإلكتروني لاتمم عملية التسجيل لكن عندما ادخل في الرابط يقول لي خطأ فاتصلت على الرقم 12واعطيتهم المعلومات التي طلبوها فقالو لي لقد فعلنا لك حسابك لكن عندما احاول الدخول بالرقم وكلمة المرور يقول لي خطأ في اسم المستخدم او كلمة المرور رغم أن الرقم وكلمة المرور ليس فيهما خطأ فمازلت لم أستطع الدخول ارجو حل هذا المشكل من فضلكم وشكرا
256,Facebook,9,مشكل في موقع فضاء الزبون ؟؟
257,Facebook,9,سلام اريد التسجيل في فضاء الزبون لكن لم استطع اضن انني اخطأت في التسجيل واريد التسجيل من جديد شكرا
258,Facebook,9,كيف الغي اشتراك فضاء الزبون القديم نسيت الايمايل و كلمة السر
259,Facebook,9,سلام كيفاش نعرف رقم الزبون باش نسجل في فضاء الزبون الي فالفاتورة غالط.......
260,Facebook,9,هل عملية الرفع صالحة عن طريق فضاء الزيون ام لا وشكرا
261,Instagram,9,مكنكم معرفة حجم الانترنت الخاص باشتراككم من خلال إنشاء حساب في فضاء الزبون على الموقع الرسمي وأيضا من خلال تحميل تطبيق
262,Facebook,9,بالرغم من توفري على فضاء الزبون الا اته لا توصل بفاتورة الهاتف المدون في بريدي الالكتروني...الرجاء معالجة الامر
263,Facebook,9,هل ساستفيد من عرض رفع التدفق ان قمت بذلك عن طريق فضاء الزبون ؟
264,Facebook,9,عند مطالعتي لفضاء الزبون وبعد رفع التدفق عن طريقه لم أجد أني تحصلت على الشهر المجاني المذكور في عرض رمضان Algérie Télécom - إتصالات الجزائر
265,Facebook,9,فضاء الزبون خردة الرداءة حتي في التطور و التكنولوجيا
266,Facebook,9,وضعت طلب و لم يتم رفع السرعة عبر فضاء الزبون .... هل يطول الامر
267,Facebook,9,عبر فضاء الزبون لم اجد رفع التدفق.
268,Instagram,9,تقدر تحول من اديسال لفيدياسال في فضاء الزبون ولا 12 
269,Facebook,9,دخلت للفضاء الزبون ما صبتش منين ارفع التدفق
270,Facebook,9,صحا فطوركم لكن الزيادة لا تضهر عند الولوج في فضاء الزبون. يضهر فقط العرض المعبئ
271,Facebook,9,شوفولنا فضاء الزبون الجديد ميبعثش فاتورة الهاتف الثابت للإيميل المسجل وكذلك مكانش خاصية تحميل الفاتورة كيما فضاء الزبون القديم
272,Facebook,9,"نحوس على حل لمشكل عدم وجود الفاتورة في فضاء الزبون وعدم استلامها عبر الايميل
راسلت جميع الجهات ولا حياة لمن تنادي"
273,Facebook,9,هل موقع فضاء الزبون معطل منذ الأمس أحاول الدخول ولا أستطيع
274,Facebook,9,لماذا لاتحلو مشكل فضاء زبون
275,Facebook,9,فضاء الزبون لا يعمل معي.
276,Facebook,9,يهديكم ربي يسهلو الولوج لفضاء الزبون حتى نتمكن من معرفة الرصيد المتبقى بعد الاستهلاك
277,FacebookFacebook,9,علاش كي نجي نسجل في فضاء الزبون يقولي بلي مسجل من قبل
278,Facebook,9,Algérie Télécom - إتصالات الجزائر كيف احصل على رقم الزبون لكي اسجل في فضاء الزبون
279,Facebook,9,خدمة فضاء الزبون لا تعمل حاليا، أين الخلل ؟ ما عدا برنامج my idoom
280,Facebook,9,Algérie Télécom - إتصالات الجزائر كيفية الولوج الى فضاء الزبون من فضلكم ورقم الزبون هذا منين نجيبوه
281,Facebook,9,ماراهيش توصل الفاتورة لا عن طريق الإيميل ولا عن طريق فضاء الزبون
282,Facebook,9,ممكن تعطونا حل كيفية الغاء اشتراك فضاء الزبون
283,Facebook,9,كيف نسجل في فضاء الزبون من فضلكم
284,Facebook,9,صراحة فضاء اتصالات الجزائر غير مبني على أسس قوية ممكن في يوم تبرز أشياء مفرحة ثم تختفي فجأة .. التحكم في التكنولوجيا غير مضمون حاليا .. أتمنى لكم التوفيق لأن توفيقكم يسهل علينا مصالحنا .
285,Facebook,9,مشكلتي أنني لم أتمكن من التسجيل في فضاء الزبون و في كل مرة تظهر لي عبارة باللون الاحمر في الأسفل رقم الزبون خاطئ ! بالرغم من أن الرقم دققت فيه أكثر من مرة و متأكد 100% أنه صحيح .
286,Facebook,9,انا لم أتمكن من تسجيل فضاء الزبون برغم من رقم الزبون صحيح
287,Facebook,9,لدي إشتراك عشرون ميجا الألياف البصرية هل يمكنني رفعها إلى خمسون ميجا من فضاء الزبون دون تنقل إلى الوكالة التجارية ارجوا الرد من فضلكم شكرا
288,Facebook,9,موقع فضاء الزبون مراهش يخدم
289,Facebook,9,السلام عليكم أريد أن غير الاشتراك الشهري بالنسبة للتدفق عبر فضاء الزبون او عبر الإنترنت ارجو ان تفيدونا وشكرا
290,Facebook,9,كيف احصل على حساب في فضاء الزبون
291,Facebook,9,توجد مشكلة في الدفع الإلكتروني لبطاقة الذهبية في فضاء الزبون من فضلكم أصلحوا الخلل
292,Facebook,9,نسيت الرقم السري لفضاء الزبون هل يمكن الدخول بتطبيق كم الجديد
293,Facebook,9,أريد معرفة رقم الزبون ياه نفتح حساب في فضاء الزبون
294,Facebook,9,حتى فضاء الزبون تاعكم ملي ندخل يقلك صفحة غير متوفرة تصلح مرة في الف ياو راكم ........
295,Facebook,9,فضاء زبون مايحبش يمشي قع تعبنا وحنا نسجلو مكان والو
296,Facebook,9,مكنكم تفعيل خدمة idoomly عبر التطيق ، فضاء الزبون او من خلال الاتصال بالرقم 1500 عبر الهاتف الثابت او المحمول 
297,Facebook,9,ديرولنا فديو توضيحي وكيفيه التسجيل في فضاء الزبون
298,Facebook,9,كيفاه.نجيب رقم زبون فضاء زبون
299,Facebook,9,عيينا وحنا نسجلو في فضاء الزبون يقولك رقم الزبون خاطئي مافهمناش كيفاه
300,Facebook,9,عندما انتقلت من خدمة Idoom ADSL إلى Idoom Fibre بقي فضاء الزبون يعمل بالقديم وعند محاولة إعادة التسجيل ليكون مرتبطا بخدمة الفايبر لا يقبل لأن البريد الالكتروني ورقم الزبون هو نفسه، فكيف العمل؟
301,Facebook,9,Algérie Télécom - إتصالات الجزائر اعطونا رابط فضاء الزبون فظلا و ليس أمرا
302,Facebook,9, هناك مشكلة في فضاء الزبائن ..حاولت عدة مرات فتح حساب في فضاء الزبائن لكن في كل مرة يظهر لي ايرور بما معناه ان هذا الحساب موجود مسبقا .ما حل هذه المشكلة ؟
303,Facebook,9,Algérie Télécom - إتصالات الجزائر موقع فضاء زبون لا يعمل جيدا ارجو حل المشكل لا نستطيع دفع فاتورة الهاتف او تعبئة الانترنت
304,Facebook,9,لم اتمكن من فتح حساب في موقع فضاء الزبون الرسالة ان رقم الزبون خاطئ
305,Facebook,9,فضاء الزبون لا يسمح إستخدام البريدي الأكتروني مرتين مع رقمين هاتف مختلفين حيث أنني لدي رقم هاتف أبي في سكن و رقم الخاص في سكن إستخدمت نفس البريدي الإلتروني لم يسمح لي بتسجيل Email deja utliser هذا مشكل كبير
306,Facebook,9,كاين مشكل في تعبئة انترنت adsl باستعمال فضاء الزبون
307,Facebook,9,حبيت نسجل في فضاء الزبون لكن يقولي الرقم خاطئ ما عرفتش أين الخلل
308,Facebook,9,لكن عبر فضاء الزبون يطلب الكود
309,Facebook,9,والموقع فضاء الزبون والتطبيق يخدمو اوفلاين مثلا ولا لازم انترنت 🤨
310,Twitter,9,برج الكيفان اظنها من العاصمة خارج تغطيتكم....احشموا بركاو بلا كذب....طلعنا الصواريخ للفضاء....بصح بالكذب....
311,Facebook,9,علاه حبستوا العمل بفضاء الزبون على المتصفح التطبيق برك راه يخدم خلوهم يخدموا في زوج
312,Facebook,9,فضاء الزبون لايعمل...خطأ في الرابط
313,Facebook,9,ديرولنا حل لفضاء الزبون
314,Facebook,9,وعلاش التعبئة في تطبيق My idoom ببطاقة التعبئة فقط ؟!
315,Facebook,9,تطبيقكم my idoom كلما تجي تدخله يطلب منك كلمة السر وكي تنساها يرسل رمز التأكيد مرتين للبريد راني نقاسي لاني نسيت كلمة السر خلو جدو مفتوح كي الفيسبوك علاه كلما تخرج وترجع يطلب كلمة السر انا عندي مرض النسيان
